game_index,decision_index,elapsed_ms,eligible,search_begin_ok,visits
15,17,708.4062,1,1,59
15,18,1.4098,0,0,0
15,19,707.8488,1,1,58
15,20,1.1738,0,0,0
15,21,1.7897,0,0,0
15,22,728.0573,1,1,54
15,23,1.6050,0,0,0
15,24,709.2601,1,1,60
15,25,706.3280,1,1,56
15,26,2.0662,0,0,0
15,27,702.6380,1,1,56
15,28,1.0205,0,0,0
15,29,713.5500,1,1,57
15,30,713.5273,1,1,58
15,31,710.9159,1,1,58
15,32,1.0003,0,0,0
15,33,1.2209,0,0,0
15,34,708.5511,1,1,56
15,35,709.0754,1,1,58
15,36,1.3756,0,0,0
15,37,1.0535,0,0,0
15,38,707.5020,1,1,106
15,39,701.9688,1,1,91
15,40,1.3289,0,0,0
15,41,704.0011,1,1,117
15,42,1.5843,0,0,0
15,43,701.4312,1,1,123
15,44,702.9942,1,1,99
15,45,2.0906,0,0,0
15,46,704.8106,1,1,190
15,47,1.1385,0,0,0
15,48,1.8037,0,0,0
15,49,701.9390,1,1,173
15,50,702.7791,1,1,230
16,0,0.2816,0,0,0
16,1,0.9312,0,0,0
16,2,0.8451,0,0,0
16,3,702.2932,1,1,183
16,4,701.9728,1,1,168
16,5,704.1692,1,1,59
16,6,1.4405,0,0,0
16,7,1.1545,0,0,0
16,8,712.3276,1,1,65
16,9,711.2267,1,1,64
16,10,707.9859,1,1,64
16,11,710.3548,1,1,64
16,12,0.8315,0,0,0
16,13,708.8977,1,1,63
16,14,0.8716,0,0,0
16,15,1.2912,0,0,0
16,16,711.3599,1,1,63
16,17,705.8398,1,1,56
16,18,709.7675,1,1,56
16,19,706.4118,1,1,55
16,20,1.2948,0,0,0
16,21,703.3068,1,1,57
16,22,1.3181,0,0,0
16,23,1.1920,0,0,0
16,24,1.2114,0,0,0
16,25,706.3538,1,1,57
16,26,1.5433,0,0,0
16,27,703.9647,1,1,56
16,28,704.6480,1,1,56
16,29,1.2566,0,0,0
16,30,713.2776,1,1,57
16,31,1.2207,0,0,0
16,32,702.4228,1,1,56
16,33,705.3005,1,1,56
16,34,1.4004,0,0,0
16,35,704.7844,1,1,56
16,36,705.6624,1,1,57
16,37,1.6358,0,0,0
16,38,707.8846,1,1,52
16,39,1.5470,0,0,0
16,40,709.2042,1,1,52
16,41,702.3812,1,1,51
16,42,706.4244,1,1,51
16,43,1.6137,0,0,0
16,44,713.6439,1,1,56
16,45,1.1421,0,0,0
16,46,704.7581,1,1,56
16,47,1.2875,0,0,0
16,48,707.4325,1,1,57
16,49,1.4182,0,0,0
16,50,710.0442,1,1,56
16,51,703.6878,1,1,60
16,52,711.3784,1,1,62
16,53,706.5583,1,1,66
16,54,709.2358,1,1,69
16,55,1.3371,0,0,0
16,56,701.5750,1,1,71
16,57,710.4398,1,1,71
16,58,1.4247,0,0,0
16,59,705.0471,1,1,74
16,60,707.0649,1,1,84
16,61,1.2406,0,0,0
16,62,2.1146,0,0,0
16,63,1.2896,0,0,0
16,64,1.2593,0,0,0
16,65,1.2249,0,0,0
16,66,1.3904,0,0,0
16,67,1.2794,0,0,0
16,68,756.0501,1,1,106
16,69,1.6042,0,0,0
16,70,704.4687,1,1,109
16,71,704.9610,1,1,120
16,72,1.6405,0,0,0
16,73,707.4203,1,1,169
16,74,702.1955,1,1,169
16,75,1.3106,0,0,0
16,76,705.1414,1,1,176
16,77,1.5170,0,0,0
16,78,702.7679,1,1,180
